href,title,reviewNum,tag,brand,company,howToUse,ingredients,image,volume,price,totalScore,satisfactionScore,priceScore,rebuyScore,commenter,commentDate,commentContent,commentGood,commentBad
,,,,,,,,,,,,60%,60%,80%,선율화음,  4년 전    ,," 오전에 머리 감으면 오후부터 살짝 떡지기 시작하는 지성 두피 인데...
쿨링감이 있어서 시원하고 깨끗하게 세정되는 느낌이예요.
깨끗한 세정적 탓인지 무심코 머리 긁는 횟수가 줄어들은것 같아요.
어차피 증모의 기대감은 없었고... 기분상 머리는 덜 빠지는 느낌이예요. "," 가격대가 저렴한 편은 아니고...
제품 리뉴얼 되면서, 예전보다 쿨링감이 약해져서 개인적으로 아쉬워요.  "
,,,,,,,,,,,,60%,0%,0%,치와와와,  4년 전    ,, 3회 정도 사용해 봤는데 좋습니디 , 3회 정도 사용해 봤는데 좋습니디  
,,,,,,,,,,,,80%,0%,0%,별구,  4년 전    ,, 탈모샴푸 좀 찾고있는데 기대가 되네요. , 탈모샴푸 좀 찾고있는데 기대가 되네요.  
,,,,,,,,,,,,100%,0%,0%,20대인데,  4년 전    ,, 박하 성분때문에 시원한 느낌을 받이 많아서 두피열을 내려주는 것 같습니다 , 시간이 지나고 보니 시원한 느낌이 사라졌습니다.  
,,,,,,,,,,,,80%,0%,0%,존버는승리한다,  4년 전    ,, 일단 처음 사용하눈 사람들은 두피가 시원하다못해 아플지경임. 전 그래서 더 좋았음. , 근데 계속 사용하더 보니가 내성이 생겼는지 쿨한 느낌이 사라짐  
https://daedamo.com/ingre/404?sca=탈모관련상품&overlaps=5,"
            프로메톡 두미래 스칼프 토닉        ",3.0,헤어토닉,프로메톡,,샴푸후 타월 드라이 해주신다음 헤어토닉액을 원하는 부위와 그 주변부분까지 적당량을 뿌려 손으로 누르듯 마사지하여 흡수시켜줍니다.,"정제수, 변성알코올, 부틸렌글라이콜, 소듐시트레이트, 쿠퍼트리펩타이드, 하이드롤라이즈드루핀프로테인, 사발팜열매추출물, 녹차추출물, 알로에베라추출물, 상백피추출물, 창포추출물, 당귀추출물, 귀리단백질추출물, 하수오추출물, 인삼추출물, 쑥추출물, 아연설페이트, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌라이신, 알지닌, 타이로신, 페닐알라닌, 트레오닌, 프롤린, 발린, 이소루신, 힛티딘, 메치오닌, 시스테인, 피이지-60하이드로제네이티드캐스터오일, 트레하로즈, 멘톨, 스타이렌/브이피코폴리머, 살리실릭산, 판테놀, 시트릭애씨드, 디포타슘글리시리제이트, 페녹시에탄올, 향료",https://daedamo.com/new/data/file/ingre/1794346571_d9cf8cd8_1.jpg,170ml,"69,000원",,100%,60%,100%,K28081196082305271614,  3달 전    ,, 두미래토닉은 한국인 탈모원인검사와 두피탈모전문가 탁미숙교수가 2008~2023년까지 두미래케어센터에서 인체적용 실전발모사례에 사용된 프리미엄자연주의 성분으로 입니다.샴푸만으로는 절대 발모가 될 수 없습니다.두피샴푸 중요합니다. 하지만 모발이 이미 빠진 분 들은 토닉을 뿌려주셔야 발모가 가능합니다.약한 모발아래의 두피는 많은영양을 필요로합니다.제대로된 효과를 보시고자 하신다면 두바샴샴푸로 두피를 건강하게 하신 후 두미래 스칼프토닉으로 짧은 모발이 길게 잘 자라게 도록 듬뿍 듬뿍 뿌려주세요. , 이 제품의 
,,,,,,,,,,,,60%,20%,80%,종아리,  9달 전    ,," 열감을 많이 없애줍니다. 두피가 굉장히 시원해지고 많이 뿌려주면 좋습니다.
열이 특히 많은 사람에게는 도움이 많이 되는 제품인 것 같습니다.
다만 가격이 너무 비쌉니다..  가격 대비 용량이 적어서 금방 쓰는 것 같습니다. 아침 저녁으로 발라줄 때 한통이 한달 정도 갑니다.  ",
,,,,,,,,,,,,40%,20%,60%,반포머머리,  3년 전    ,," 가격이 많이 비싼편이지만
청량감과 향기는 매우 좋습니다. 
자주자주 뿌려주며
세트로 구매 할 수 있는 두바샴과 함께
이용시 만족감이 더 높은것같숩니다. 
토닉은 가성비를 따라야 할지
아직 어떤 기준이 없어 좋다는 것은 다 써볼 계획입니다  ",
https://daedamo.com/ingre/5870?sca=탈모관련상품&overlaps=5,"
            쿤달 카페인 샴푸(체리블라썸)        ",2.0,탈모샴푸,쿤달,,"피시험자는 시험기간인 2주 동안 1일 1회, 온수로 모발 및 두피를 충분히 적신 후 제품을 모발 및 두피에 고르게 도포하여 거품을 낸 뒤, 3분을 기다린 후 흐르는 물로 충분히 헹구어 냅니다.","정제수, 소듐코코-설페이트,코코-글루코사이드, 코코-베타인, 카페인, 글리세린, 소듐클로라이드, 대추추출물, 참당귀추출물, 뽕나무껍질추출물, 검정콩추출물, 쇠비름추출물, 하수오뿌리추출물, 족도리풀뿌리추출물, 고삼뿌리추출물, 서양측백나무잎추출물, 구기자추출물, 은행나무잎추출물, 잇꽃꽃추출물, 하이드롤라이즈드콜라겐, 감추출물, 동백나무잎추출물, 인삼추출물, 동충하초추출물, 작약추출물, 멘톨,판테놀, 살리실릭애씨드, 나이아신아마이드, 알란토인, 베타인, 프로필렌글라이콜라우레이트, 하이드록시아세토페논, 구아하이드록시프로필트라이모늄클로라이드, 다이프로필렌글라이콜, 카프릴릴글리이콜, 시트릭애씨드, 소듐글루코네이트, 다이포타슘글리시리제이트, 부틸렌글라이콜, 1,2-핵산다이올, 향료",https://daedamo.com/new/data/file/ingre/1794346571_381891b6_1a44462dc8f37bfc30cdb5efba48d8e1.jpg,500ml,"14,900원",,20%,60%,20%,탈모개꼬,  3달 전    ,," 진짜 가격면에서 좋은데 이게 탈모기능성 샴푸인지는 모르겠어요.향이랑 양면에서는 만족스럽긴 했지만 그외 부분에선 잘모르겠네요.거품은 적당하구, 세척후 깔끔한 느낌은 잘 못 느꼈던거 같아요.머릿결이 좋아져서 부드럽다기 보단 약간 제품이 남아서 미끌 거린단??? 그런 느낌이 조금 남아있었어요.확실한건 한번구매 하구 나서는 재구매 하진 않았어요.  ",
,,,,,,,,,,,,60%,80%,20%,9696,  2년 전    ,," 네고왕에서 할인해서 샀는데요. 향은 좋아요. 근데 효과는 잘모르겠어요. 카페인 샴푸라는데 얼만큼 들어있는지 표기도 안되고있고요. 아쉽지만, 네고왕에서 할인해서 산거라 싸게 샀고, 일반샴푸 보단 좋겟죠. 재구매는 업성용 ㅠ  ",
https://daedamo.com/ingre/23076?sca=탈모관련상품&overlaps=5,"
            리필드 헤어 리커버리 사이토카인 샴푸 플러스        ",7.0,탈모샴푸,리필드,씨앤에프,"1일 1회 온수로 모발 및 두피를 충분히 적신 후, 적당량(3~5ml)을 모발과 두피에 골고루 도포하여 마사지 한 다음 깨끗이 행궈냅니다.","정제수,하이드롤라이즈드케라틴,코카미도프로 필베타인, 소듐라우로일메틸아미노프로피오네 이트,카프릴릴글라이콜,폴리쿼터늄-10,1,2-헥 산다이올, 덱스판테놀, 살리실릭애씨드,나이아신 아마이드,베타인,시트릭애씨드,에틸헥실글리세 린,프로필렌글라이콜,소듐코코일알라니네이트, 코카마이드메틸엠이에이,코카마이드엠이에이, 글리세린, 소듐클로라이드,향료, 자일리톨,카프 릴릭/카프릭트라이글리세라이드,알로에베라잎 추출물,참마뿌리추출물,다시마추출물, 당느릅나무뿌리추출물,제비꽃꽃추출물,부틸렌글라이콜, 은행나무잎추출물, 프로폴리스추출물,약모밀추 출물,하이드로제네이티드레시틴, 다이프로필렌 글라이콜,밤부사 불가리스추출물, 편백잎추출 물, 소나무잎추출물,측백나무추출물",https://daedamo.com/new/data/file/ingre/2034324504_ilAZyKtN_ea29a9aabd6e429daf73735e3caa8fa91e7e90e1.jpg,400ml,"34,000원",,40%,20%,40%,K27603538342304231611,  3달 전    ,," 일단 뭔가샴푸가 잘 되는것 같은 느낌은 확실히 들어요
그리고 스캐너나 기타등등 여러가지들 선전물과 분위기로 뭔가 치료가...되어가고 있다는 느낌..? 착각을 살짝 들게도하고... 아직 4일차 밖에 되지않아서 극적인 효과는 없지만 상담원도 친절하고 스캐너 통해서 이것저것 진단 잘해주네요 "," 일단 비쌉니다
그리고 스캐너 사용해서 친절해도 딱 거기까지...후속조치가 크게 이루어 지지 않아요  "
,,,,,,,,,,,,40%,40%,20%,로코이,  일 년 전    ,," 체험 행사로 써봤는데 체험 후 구매는 안 하게 되었습니다. 상담원이나 후속 연락등은 엄청 친절하시기는 했네요.
피부 전반적으로 피지 분비가 왕성한데 그게 잘 안 잡혔네요 저는
여름에 특히 피지 분비가 왕성하면 지루성 두피염이 심해졌습니다.  ",
,,,,,,,,,,,,40%,40%,20%,소듕한내머리털,  일 년 전    ,, 음 광고 하도 뜨길래  진짜 또 속고속는셈치고  꾸준히  몇개월 써보긴했어용  일단  뭐 샴푸  헤어토닉  또 작은 에센스? 같은세트로  정기구독 구매햇는에  가격만좀 착하면  더 써보고싶은데  ..  조금 아쉽더라구요 한참을 썻는데  머리카락이 난다는 느낌보단  좀 튼튼해가 싶다가도 날씨철이라 그런지 빠지는건 좀 똑같은거같가도 하드라구요... , 가격이 .. 좀 절렴하면  오래 더써볼 의사는 있어요  
,,,,,,,,,,,,40%,60%,20%,내림비,  일 년 전    ,, 머리칼 관리 하면서 하고 싶으면 추천입니다. 샴푸하고 나면 머리카락이 부드러워지는 느낌이 들어요. 성분이 순한지 그다지 가렵거나 따갑거나 하는 건 없었어요. 시원한 느낌인 샴푸 싫어하시면 써도 괜찮을 정도인거 같아요. , 기름기 많은 저는 뭔가 찜찜한 느낌… 시원한 느낌은 아닌거 같아요  
,,,,,,,,,,,,60%,60%,80%,포도르,  일 년 전    ,," 제품 사용한지 한달쯤 지난 현재, 확실히 모발에 힘이 생긴 건 느껴요.
두피가 굉장히 민감해서 피지 분비량도 많고 통증도 자주 느끼는 편이었는데 이 샴푸는 괜찮네요.
샴푸로 모발밀도개선 효과까지는 기대하지 않지만, 두피에 잘 받고 모발에 힘이 생겼다는 점에서 긍정적으로 생각해요. "," 크게 불만은 없는데, 예전에 가격부분에서 더 저렴한 닥터그루트 샴푸 사용하며 비슷한 효과를 본 적이 있어서, 가격면에서 좀 아쉽네요. 계속 사용할지 고민중입니다.  "
,,,,,,,,,,,,20%,20%,20%,수완,  일 년 전    ,," 샴푸를 쓰면서 머리가 난다거나 하는 기대를 한것은 아닙니다만 그래도 머리 빠지는 양이 좀 줄줄 알았는데 딱히 그런 효과 없었던것 같습니다.
그래서 여기서 같이쓰라는 토닉이랑 같이 구매했었는데 역시나 이번에도 돈을 버렸구나 하는 생각이 드네요.  ",
,,,,,,,,,,,,100%,100%,100%,기숙사,  일 년 전    ,, 정말 좋습니다. 한달째 써봤는데 이만한게 없네요. 또 자체 스캐너와 어플로 탈모 변화 추이를 쉽게 볼 수 있다는게 가장 좋은 점 같습니다. 어플 디자인과 사용성이 좀 더 개선되고 서로 이 리포트를 공유할 수 있게 한다면 더 좋을 것 같습니다.  ,
https://daedamo.com/ingre/22571?sca=탈모관련상품&overlaps=5,"
            닥터방기원 비어이스트 맥주효모 탈모샴푸        ",4.0,탈모샴푸,닥터방기원,(주)예그리나,1일 1회 샴푸 후 온수로 모발 및 두피를 충분히 적신 후 적당량을 모발과 두피에 골고루 도포하여 마사지 한 다음 깨끗이 헹궈냅니다.,"정제수, 소듐라우레스설페이트, 암모늄라우릴설페이트, 코카미도프로필베타인, 맥주효모추출물(3%), 라우릴글루코사이드, 데실글루코사이드, 글리세린, 피피지-3카프릴릴에터, 덱스판테놀, 살리실릭애씨드, 멘톨, 나이아신아마이드, 코코-글루코사이드, 쇠비름추출물, 하수오뿌리추출물, 참당귀뿌리추출물, 족도리풀뿌리추출물, 도둑놈의지팡이뿌리추출물, 측백나무잎추출물, 구기자추출물, 은행나무잎추출물, 잇꽃꽃추출물, 감추출물, 동백나무잎추출물, 캐롭열매추출물, 흰버드나무껍질추출물, 오레가노잎추출물, 편백잎추출물, 락토바실러스 /콩발효추출물, 육계나무껍질추출물, 황금추출물, 쇠비름추출물, 티트리잎추출물, 쥐눈이콩발효추출물, 버지니아풍년화추출물, 비파나무잎추출물, 약모밀추출물, 생강전초추출물, 시트릭애씨드, 부틸렌글라이콜, 폴리쿼터늄-10, 다이소듐이디티에이, 에틸헥실글리세린, 1,2-헥산다이올, 구아하이드록시프로필트라이모늄클로라이드, 소듐벤조에이트, 소듐클로라이드, 향료, 카라멜, 말토덱스트린, 시트로넬올, 하이드록시시트로넬알, 리날룰",https://daedamo.com/new/data/file/ingre/2034324504_iy8KQMkE_7d8b8119eb1c71054321cced1a6552a21ab6e6b5.jpg,1000ml,"30,000원",,60%,80%,60%,지속성,  3달 전    ,," 온라인에서 검색해서 찾아보다가 가성비 샴푸 찾아봄.
사용하고 하나서  
머리에 탄력이 좀 생기는 것 같음
금액 대비 용량이 커서 사용기간이 길었음 하루에 2번 사용하는데 4~ 5개월 정도 사용한거 같음
드라마틱하게 효과는 모르겠지만, 평범하게 좋은거 같음  ",
,,,,,,,,,,,,20%,20%,20%,공백없이123,  일 년 전    ,," 탈모에는 효과가 없어 보여요. 빠지는 양은 그대로입니다.
물론 사람마다 탈모 효과는 다를 수 있으니 직접 사용해보시면 확실히 알 수 있을 것 같아요. 
다른 제품을 더 찾아봐야 저에게 맞는 좋은 샴푸를 찾을 수 있을 것 같습니다.  ",
,,,,,,,,,,,,20%,40%,20%,impart,  일 년 전    ,, 나는 개인적으로 샴푸 꼼꼼히 한 후에 한 5분? 정도 뒤에 머리를 헹구는데 위에 의견처럼 쿨샴푸마냥 정말 시원하긴 함 그러나 이런거 제끼고 탈모를 완화해주나에 대한 것은 나같은 건성두피에게는 정말 적합하지 않음 , 나는 이 삼푸로 바꾸고 정말 드라마틱하게 빠졌었음 3개월정도 하루에 (200개씩 머리가 빠져대길래 샴푸를 기존의 샴푸로 바꾸니 좀 정상화 되길래 정말 샴푸도 안 맞는거 쓰면 안되는구나 느끼게 해준 제품  
,,,,,,,,,,,,60%,100%,20%,미용왕,  일 년 전    ,," 샴푸하고나서 5분정도 있으면 두피가 쿨샴푸 했나 정도로 시원해짐 용량은 대용량에 가격도 저렴함
냄새도 나쁘지않음 다른 보통의 두피샴푸는 머리 감고나면 뻣뻣해서 트리트먼트나 린스 등 해야하지만 이건 모발도 부드러워서 안해도됨 ", 탈모 개선이나 뾰루지 나고 하는건 그대로임…  
https://daedamo.com/ingre/189?sca=탈모관련상품&overlaps=5,"
            폴미첼 티트리 스페셜 샴푸        ",6.0,두피샴푸,폴미첼,,적당량을 덜어 마사지한 후 3-5분 자연방치한 다음 깨끗이 행궈내 줍니다.,"정제수, 소듐라우릴설페이트, 소듐라우레스설페이트, 코카마이드엠이에이, 코카미도프로필베타일, 리놀레아마이드디에이, 올레아미도프로필베타인, 페퍼민트오일,, 티트리오일, 글라이콜스테아레이트, 피이지-150디스테아레이트, 라벤더오일, 시트릭애씨드, 폴리쿼터늄-7, 테트라소튬이디티에이, 판테놀, 마그네숨나이트레이트, 마그네슘클로라이드, 메칠클로로이소치아졸리논, 파이지12디메치, 빌배아오일, 비스아미노피이지, 갈조추출물, 알로에베라추출물, 케모마일꽃추출물, 헴나추출물, 호호바오일, 로즈마리추출물, 생강추출물",https://daedamo.com/new/data/file/ingre/1794346571_cf810f0e_1.jpg,300ml,"35,000원",,100%,100%,100%,소로고곤,  3달 전    ,, 샴푸가 건강한 느낌이 많이 듭니다. 민트향이 있어서 샴푸하고나서 시원하고 깨끗해진 느낌이 있습니다. 샴푸양도 많아서 한번 구매하면 오래사용이 가능합니다. 자연친화적인 성분이 많아서 두피가 건강해지는 느낌이 좋습니다.  ,
